TSK,PSFC,X.U10.,X.V10.,X.Q2.,RAINC,RAINNC,SNOW,TSLB,SMOIS,date_time,Windspeed
279.1,100610,2.8,1.2,0.00657,0,0,0,284.7,0.2491,09.05.2018.15.00,3.05
281,100505,2.7,0.1,0.00648,0,0,0,282.3,0.2575,09.05.2018.15.00,2.7
284.1,101136,11.1,-2.1,0.0054,0,0.2,0,273.2,1,09.05.2018.15.00,11.3
285.1,101441,9.9,-4.1,0.00556,0,0,0,273.2,1,09.05.2018.15.00,10.72
285,101321,10.1,-3.5,0.00552,0,0.2,0,273.2,1,09.05.2018.15.00,10.69
284,101103,10.8,-1.6,0.00538,0,0.2,0,273.2,1,09.05.2018.15.00,10.92
284.6,101171,6.15,-3.4,0.00562,0,0.5,0,273.2,1,09.05.2018.15.00,7.03
277.6,99197,1.5,-2,0.01136,0,0,0,273.2,0.2331,09.05.2018.15.00,2.5
284.8,101344,10.1,-3.35,0.00547,0,0,0,273.2,1,09.05.2018.15.00,10.64
285.2,101307,10.5,-4.7,0.00619,0,0.4,0,273.2,1,09.05.2018.15.00,11.5
277.9,99816,2.8,-3.45,0.00964,0,0,0,273.2,0.26,09.05.2018.15.00,4.44
284.2,101088,10.9,-2.2,0.00545,0,0.5,0,273.2,1,09.05.2018.15.00,11.12
285.1,101275,10.7,-5.3,0.00659,0,0.3,0,273.2,1,09.05.2018.15.00,11.94
282.8,100433,4.4,-0.2,0.00823,0,0,0,285.5,0.282,09.05.2018.15.00,4.4
277.7,99549,1.7,-1.7,0.01123,0,0,0,285.7,0.2424,09.05.2018.15.00,2.4
285.4,101431,8,-6,0.00587,0,0,0,273.2,1,09.05.2018.15.00,10
279.2,99905,1.3,-2,0.00968,0.1,0,0,288.4,0.2708,09.05.2018.15.00,2.39
285.2,101290,10.7,-5,0.00641,0,0,0,273.2,1,09.05.2018.15.00,11.81
276.3,99762,1.3,-1.7,0.00946,0,0,0,284.5,0.2576,09.05.2018.15.00,2.14
277.6,99673,3,-1.1,0.00886,0,0,0,285.2,0.2546,09.05.2018.15.00,3.2
285.4,99928.5,8.8,-5.3,0.00572,0,1.4,0,273.2,1,09.05.2018.15.00,10.27
278.6,100184,3.5,-0.4,0.00873,0,0,0,286.4,0.2645,09.05.2018.15.00,3.52
284.8,101206,10.8,-3.5,0.00558,0,0.5,0,273.2,1,09.05.2018.15.00,11.35
285.4,101324,8.7,-5.8,0.0061,0,0.1,0,278.2,1,09.05.2018.15.00,10.46
281.5,100535,5,2.5,0.00687,0,0,0,283.2,0.2672,09.05.2018.15.00,5.59
284.8,101340,10.8,-3.2,0.00545,0,0.1,0,273.2,1,09.05.2018.15.00,11.26
285.1,101266,9.2,-6.2,0.00673,0,0,0,273.2,1,09.05.2018.15.00,11.09
284.4,101172,10.7,-2.2,0.00538,0,0.1,0,273.2,1,09.05.2018.15.00,10.92
276.6,99848,2.8,-0,0.00682,0,0,0,283.5,0.254,09.05.2018.15.00,2.8
278.9,99815,3.8,-0.3,0.00772,0,0,0,285.3,0.2598,09.05.2018.15.00,3.81
285.3,101252,8.2,-6.7,0.00699,0,0,0,273.2,1,09.05.2018.15.00,10.59
281.25,100534,1.4,-1.5,0.00842,0,0,0,283.6,0.2604,09.05.2018.15.00,2.05
277.2,99816,2.6,-2.4,0.00943,0,0,0,285.4,0.2523,09.05.2018.15.00,3.54
285.2,101431,8.7,-5.5,0.00573,0,0.6,0,273.2,1,09.05.2018.15.00,10.29
275.8,99173,1.4,-1.8,0.0086,0,0,0,283.1,1,09.05.2018.15.00,2.28
285.1,101011,6.4,0.3,0.00693,0,0,0,273.2,1,09.05.2018.15.00,6.41
284.4,100093.5,11.4,-3.1,0.00619,0,0.7,0,273.2,1,09.05.2018.15.00,11.81
277.1,99176,2.5,-0.8,0.00649,0,0,0,282.7,0.2654,09.05.2018.15.00,2.62
284.9,101244,10.6,-3.1,0.00545,0,0.3,0,273.2,1,09.05.2018.15.00,11.04
284.8,101207,10.7,-3,0.00543,0,0.4,0,273.2,1,09.05.2018.15.00,11.11
284.5,101093,10.8,-3.4,0.00646,0,1.1,0,273.2,1,09.05.2018.15.00,11.32
277.6,99056,2.5,-2.2,0.006335,0,0,0,283.8,0.2523,09.05.2018.15.00,3.33
279,100804,2.5,1.8,0.00621,0,0,0,284.2,0.2486,09.05.2018.15.00,3.08
284.3,101047,10.7,-2.7,0.00702,0,1.4,0,273.2,1,09.05.2018.15.00,11.04
285,101397,9.7,-3.8,0.00552,0,0,0,273.2,1,09.05.2018.15.00,10.42
281.3,100112,4.8,1.8,0.00702,0,0,0,284,0.2674,09.05.2018.15.00,5.13
284.2,101106,10.8,-2,0.00542,0,0.3,0,273.2,1,09.05.2018.15.00,10.98
284.5,101221,11.4,-2.5,0.00649,0,0.1,0,273.2,1,09.05.2018.15.00,11.67
278,100397,2,-1.6,0.00756,0,0,0,283.2,0.2851,09.05.2018.15.00,2.56
285.3,101519,9.2,-4.8,0.00567,0,0.2,0,273.2,1,09.05.2018.15.00,10.38
280.7,99974,4.5,1.6,0.00642,0,0,0,284.3,0.2719,09.05.2018.15.00,4.78
284.8,101215,10.7,-3.9,0.00578,0,1,0,273.2,1,09.05.2018.15.00,11.39
284.9,101186,8.5,-6.6,0.00722,0,0.5,0,278.7,0.62905,09.05.2018.15.00,10.76
276.8,99101,2.1,-2.8,0.00771,0,0,0,284.2,0.2581,09.05.2018.15.00,3.5
277.6,99398,2.3,-1.2,0.01061,0,0,0,285.3,0.62905,09.05.2018.15.00,2.59
284.4,101124,8.9,-5.2,0.00756,0,0.1,0,273.2,1,09.05.2018.15.00,10.31
277.1,99640,2.1,-3.8,0.00915,0,0,0,285.3,0.2533,09.05.2018.15.00,4.34
285.3,101361,9.5,-4.9,0.00581,0,0.1,0,273.2,1,09.05.2018.15.00,10.69
284.1,101048,11.8,-2.3,0.00628,0,0.4,0,273.2,1,09.05.2018.15.00,12.02
277.6,100184,2.7,-2.0999999999999996,0.00675,0,0,0,283.3,0.2641,09.05.2018.15.00,3.42
284.4,101181,10.7,-1.9,0.00538,0,0.1,0,273.2,1,09.05.2018.15.00,10.87
276.6,99927,1.8,-1.7,0.00764,0,0.4,0,283.3,0.2664,09.05.2018.15.00,2.48
280.55,101276,10.6,-3.7,0.00555,0,0.7,0,273.2,1,09.05.2018.15.00,11.23
284.5,100792,6.9,1.9,0.00743,0,0,0,273.2,1,09.05.2018.15.00,7.16
279.7,100660,3.2,1.7,0.00669,0,0,0,284.3,0.2513,09.05.2018.15.00,3.62
285.3,101399,8.7,-5.5,0.00576,0,0.1,0,273.2,1,09.05.2018.15.00,10.29
284.4,100945,7.8,1.2,0.0071,0,0,0,273.2,1,09.05.2018.15.00,7.89
285.4,101283,7.9,-6.2,0.00689,0,0,0,273.2,1,09.05.2018.15.00,10.04
275.9,99535,1.3,-1.5,0.00986,0,0,0,283.9,0.2533,09.05.2018.15.00,1.98
279.1,99762,1.3,-2,0.01003,0,0,0,287.7,0.2608,09.05.2018.15.00,2.39
285.4,101445,8,-5.9,0.00586,0,0,0,273.2,1,09.05.2018.15.00,9.94
284.2,101049,11.7,-2.8,0.00613,0,0.6,0,273.2,1,09.05.2018.15.00,12.03
284.5,101155,10.9,-4.1,0.00621,0,1.7,0,273.2,1,09.05.2018.15.00,11.65
284.7,100962,7.3,1.1,0.00717,0,0,0,273.2,1,09.05.2018.15.00,7.38
284.5,101176,10.7,-4.4,0.00632,0,2.2,0,273.2,1,09.05.2018.15.00,11.57
284.7,101171,10.8,-2.9,0.0066949999999999996,0,0.4,0,273.2,1,09.05.2018.15.00,11.18
280.7,100738,4.1,0.5,0.00707,0,0,0,283.6,0.2675,09.05.2018.15.00,4.13
277.7,99662,2.9,-1.2,0.00728,0,0,0,284.5,0.2525,09.05.2018.15.00,3.14
285.1,101405,9.5,-4.4,0.00559,0,1,0,273.2,1,09.05.2018.15.00,10.47
277.3,98736,2.2,-1.9,0.00708,0,0,0,283.3,0.2622,09.05.2018.15.00,2.91
281.65,101236,9.1,-6.2,0.00732,0,0.1,0,273.2,1,09.05.2018.15.00,11.01
286,100695,4,-1.8,0.00706,0,0,0,273.2,1,09.05.2018.15.00,4.39
285.3,101225,8.6,-6.3,0.00738,0,0,0,273.2,1,09.05.2018.15.00,10.66
284.5,101158,10.7,-2.6,0.00541,0,0.3,0,273.2,1,09.05.2018.15.00,11.01
285.2,101477,9.3,-4.7,0.00566,0,0.5,0,273.2,1,09.05.2018.15.00,10.42
277,99061,2,-2.7,0.00707,0,0,0,283.9,0.2616,09.05.2018.15.00,3.36
275.8,98916,1.5,-1.7,0.00898,0,0,0,283.1,0.258,09.05.2018.15.00,2.27
277.7,99568,2.7,-1.1,0.00962,0,0,0,285.4,0.2544,09.05.2018.15.00,2.92
285.2,101251,8.3,-2.1,0.00788,0,0,0,273.2,1,09.05.2018.15.00,8.56
276.4,99444,1.7,-2.8,0.00863,0,0,0,284.9,0.2534,09.05.2018.15.00,3.28
284.7,101190,9.5,-5.5,0.00686,0,0.4,0,273.2,1,09.05.2018.15.00,10.98
284.1,101008,11.6,-2.1,0.00654,0,0.8,0,273.2,1,09.05.2018.15.00,11.79
285.6,100929,5.5,0.4,0.00721,0,0,0,273.2,1,09.05.2018.15.00,5.51
277.5,99727,2.8,-0.8,0.0071,0,0,0,284,0.2527,09.05.2018.15.00,2.91
281,100875,8,2.8,0.00722,0,0,0,273.2,1,09.05.2018.15.00,8.48
284.5,101136,11,-3.2,0.00571,0,0.3,0,273.2,1,09.05.2018.15.00,11.46
281.4,101460,8,-5.8,0.006755,0,0,0,273.2,1,09.05.2018.15.00,9.88
278.3,99550,3.7,-0.8,0.0078,0,0,0,284.9,0.2566,09.05.2018.15.00,3.79
279.6,99419,3.4,0.1,0.00689,0,0,0,284.4,0.2547,09.05.2018.15.00,3.4
284.6,101288,10.4,-3,0.00543,0,0,0,273.2,1,09.05.2018.15.00,10.82
284.2,101060,11.7,-2.7,0.00595,0,0.1,0,273.2,1,09.05.2018.15.00,12.01
276.8,99609,9,-2.5,0.00857,0.6,0.3,0,284.9,0.2543,09.05.2018.15.00,9.34
285.8,100943,6.3,0.5,0.00698,0,0,0,273.2,1,09.05.2018.15.00,6.32
285.35,101190,10.8,-2.4,0.00539,0,0.1,0,273.2,1,09.05.2018.15.00,11.06
284.9,101258,10.5,-3.1,0.00544,0,0.1,0,273.2,1,09.05.2018.15.00,10.95
284.2,101150,11.4,-2.2,0.00538,0,0.1,0,273.2,1,09.05.2018.15.00,11.61
276.1,99674,1.2,-2,0.00886,0,0,0,284.1,0.2593,09.05.2018.15.00,2.33
284.9,101231,10.7,-3.2,0.00548,0,0.4,0,273.2,1,09.05.2018.15.00,11.17
285.1,101410,9.5,-4.1,0.00558,0,0,0,273.2,1,09.05.2018.15.00,10.35
285,101306,10.3,-3.5,0.00551,0,0.4,0,273.2,1,09.05.2018.15.00,10.88
284.6,101195,10.7,-2.7,0.00541,0,0.3,0,273.2,1,09.05.2018.15.00,11.04
285.1,101283,10.5,-4.1,0.00568,0,1.6,0,273.2,1,09.05.2018.15.00,11.27
276.8,98965,1.9,-1.6,0.00671,0,0,0,282.9,0.2637,09.05.2018.15.00,2.48
285.4,101510,9.5,-4.4,0.00561,0,0,0,273.2,1,09.05.2018.15.00,10.47
285.1,101424,10.3,-3.9,0.00551,0,0,0,273.2,1,09.05.2018.15.00,11.01
275.5,99640,1.5,-1.7,0.00794,0,0,0,283.1,0.26,09.05.2018.15.00,2.27
285.1,101334,10.2,-4.2,0.00559,0,1.7,0,273.2,1,09.05.2018.15.00,11.03
279.1,100590,3.9,1.2,0.00747,0,0,0,285.6,0.2264,09.05.2018.15.00,4.08
276.3,100004,4,1.4,0.00634,0,0,0,283.7,0.2671,09.05.2018.15.00,4.24
284.6,101218,10.6,-2.6,0.0054,0,0.1,0,273.2,1,09.05.2018.15.00,10.91
276.8,99583,1.3,-2.1,0.00903,0,0,0,285.2,0.2637,09.05.2018.15.00,2.47
284.2,101074,11.5,-2.7,0.00577,0,0.2,0,273.2,1,09.05.2018.15.00,11.81
285.1,101351,10,-4.1,0.00815,0,1.3,0,273.2,1,09.05.2018.15.00,10.81
278.3,100340,2.6,-0.4,0.01053,0,0,0,285.9,0.2378,09.05.2018.15.00,2.63
284.4,100925,8.6,1.5,0.00722,0,0,0,273.2,1,09.05.2018.15.00,8.73
278.1,99386,3.3,0.4,0.00692,0,0,0,283.9,0.2539,09.05.2018.15.00,3.32
284.7,101311,11,-3,0.00543,0,0.1,0,273.2,1,09.05.2018.15.00,11.4
278.4,99678,1.3,-2,0.01063,0,0,0,286.6,0.2476,09.05.2018.15.00,2.39
284.8,100980,7.3,0.9,0.00694,0,0,0,273.2,1,09.05.2018.15.00,7.36
285.4,101297,7.8,-6,0.0067,0,0,0,273.2,1,09.05.2018.15.00,9.84
277.3,99719,1.4,-1.8,0.00936,0,0,0,285.8,0.2657,09.05.2018.15.00,2.28
277.3,99692,3.2,-1.2,0.00805,0,0,0,284.9,0.2536,09.05.2018.15.00,3.42
285.3,101381,8.7,-5.6,0.00581,0,0.1,0,273.2,1,09.05.2018.15.00,10.35
284.2,101124,10.8,-1.9,0.00537,0,0.2,0,273.2,1,09.05.2018.15.00,10.97
277.7,99285,1.6,-1.9,0.01128,0,0,0,285.6,0.2376,09.05.2018.15.00,2.48
278.6,100497,2.8,-0.3,0.00982,0,0,0,286.8,0.269,09.05.2018.15.00,2.82
285.1,101389,9.7,-4.4,0.00558,0,2,0,273.2,1,09.05.2018.15.00,10.65
284.4,101199,10.9,-2.4,0.00539,0,0.1,0,273.2,1,09.05.2018.15.00,11.16
277.3,99464,2.9,-0.3,0.00693,0,0,0,283.9,0.2536,09.05.2018.15.00,2.92
285,101223,8.6,-6.4,0.0074400000000000004,0,0,0,273.2,1,09.05.2018.15.00,10.72
284.2,101157,11.6,-2.3,0.00538,0,0.1,0,273.2,1,09.05.2018.15.00,11.83
280.85,100698,3.5,-2.6,0.00728,0,0,0,273.2,1,09.05.2018.15.00,4.36
277.5,99929,1.4,-3.7,0.00979,0,0,0,286.5,0.2587,09.05.2018.15.00,3.96
277.1,99974,2.9,-1.5,0.0084,0,0,0,284.9,0.252,09.05.2018.15.00,3.26
284.5,100944,7.5,1.4,0.0073,0,0,0,273.2,1,09.05.2018.15.00,7.63
285.5,101482,8.6,-5.8,0.00574,0,2.2,0,273.2,1,09.05.2018.15.00,10.37
285.3,101459,8.8,-5.4,0.00573,0,1.1,0,273.2,1,09.05.2018.15.00,10.32
284.7,101173,9.1,-2.7,0.00742,0,0,0,273.2,0.6334,09.05.2018.15.00,9.49
277,101177.5,2.8,-0,0.00657,0,0.05,0,282.9,0.2668,09.05.2018.15.00,2.8
284.3,101182,11.3,-2.4,0.00538,0,0.1,0,273.2,1,09.05.2018.15.00,11.55
284.6,100948,7.8,1.2,0.00713,0,0,0,273.2,1,09.05.2018.15.00,7.89
277.9,98747,2.7,-2.2,0.00738,0,0,0,283.6,0.2579,09.05.2018.15.00,3.48
284.7,101183,10.7,-2.8,0.00543,0,0.2,0,273.2,1,09.05.2018.15.00,11.06
284.5,101053,10.9,-2.8,0.00686,0,1.1,0,273.2,1,09.05.2018.15.00,11.25
279.4,100034,3.8,1.6,0.00669,0,0,0,273.2,0.254,09.05.2018.15.00,4.12
285.4,101531,8.3,-5.1,0.00586,0,0,0,273.2,1,09.05.2018.15.00,9.74
277.9,99441,1.1,-2,0.01109,0,0,0,285.8,0.2398,09.05.2018.15.00,2.28
281.2,100410,4,0.9,0.00709,0,0,0,283.6,0.269,09.05.2018.15.00,4.1
284.9,100979,7.1,0.8,0.00687,0,0,0,273.2,1,09.05.2018.15.00,7.14
285.2,100977,6.6,0.5,0.00743,0,0,0,273.2,1,09.05.2018.15.00,6.62
285.1,101372,9.9,-4.5,0.00558,0,0,0,273.2,1,09.05.2018.15.00,10.87
285.3,101292,8.4,-6,0.00645,0,0,0,273.2,1,09.05.2018.15.00,10.32
284.2,101159,10.9,-2.2,0.00539,0,0.1,0,273.2,1,09.05.2018.15.00,11.12
285.6,101333,7.5,-6.3,0.0066,0,0,0,273.2,1,09.05.2018.15.00,9.79
284.8,101323,10,-3.3,0.00546,0,0,0,273.2,1,09.05.2018.15.00,10.53
277.7,99769,2.5,-1.3,0.00987,0,0,0,285.4,0.2525,09.05.2018.15.00,2.82
284.6,101158,10.8,-3.5,0.00578,0,0.7,0,273.2,1,09.05.2018.15.00,11.35
284.8,100030,1.3,-1.5,0.00913,0,0,0,287.5,0.282,09.05.2018.15.00,1.98
285.2,101454,2,-4.4,0.00559,0,0,0,273.2,1,09.05.2018.15.00,4.83
277.4,100297,2.7,0.2,0.00696,0,0,0,283.4,0.2584,09.05.2018.15.00,2.71
284.6,100900,8.4,2.4,0.00733,0,0,0,273.2,1,09.05.2018.15.00,8.74
284.7,101194,8.8,-5.8,0.0075,0,1,0,273.2,1,09.05.2018.15.00,10.54
285.2,101356,10.1,-4.5,0.00564,0,2,0,273.2,1,09.05.2018.15.00,11.06
284.6,101296,10.5,-3,0.00647,0,0,0,273.2,1,09.05.2018.15.00,10.92
284.8,100961,7.1,0.9,0.0073,0,0,0,273.2,1,09.05.2018.15.00,7.16
285.4,101531,9.2,-4.7,0.00564,0,0,0,273.2,1,09.05.2018.15.00,10.33
285.2,101396,9.3,-4.9,0.00568,0,2.5,0,273.2,1,09.05.2018.15.00,10.51
285.4,101496,9,-5.1,0.00571,0,2.1,0,273.2,1,09.05.2018.15.00,10.34
285,101262,10.6,-3.8,0.00563,0,0.9,0,273.2,1,09.05.2018.15.00,11.26
277.8,100035,1.7,-2.7,0.01024,0,0,0,286.5,1,09.05.2018.15.00,3.19
285.4,101416,7.9,-6.1,0.0059,0,0,0,273.2,1,09.05.2018.15.00,9.98
278.8,100567,3.6,0.4,0.00861,0,0,0,286,0.2171,09.05.2018.15.00,3.62
285.1,100977,6.8,0.6,0.00725,0,0,0,273.2,1,09.05.2018.15.00,6.83
284.6,101304,3.95,-3,0.00543,0,0.1,0,273.2,1,09.05.2018.15.00,4.96
278.6,99727,1.1,-1.8,0.01067,0,0,0,286.7,0.2482,09.05.2018.15.00,2.11
284.8,99735.5,10,-3.3,0.00546,0,0,0,273.2,1,09.05.2018.15.00,10.53
278.2,99744,1.2,-2.2,0.0095,0,0,0,287.2,0.2715,09.05.2018.15.00,2.51
284.5,101148,10.8,-3.1,0.00557,0,0.4,0,273.2,1,09.05.2018.15.00,11.24
284.6,101146,10.6,-4.2,0.00643,0,2,0,273.2,1,09.05.2018.15.00,11.4
285.4,101411,8.3,-6.2,0.00578,0,0,0,273.2,1,09.05.2018.15.00,10.36
284.5,101188,10.7,-4.2,0.0061,0,2.1,0,273.2,1,09.05.2018.15.00,11.49
280.1,100304,3.4,1.7,0.00654,0,0,0,283.5,0.2595,09.05.2018.15.00,3.8
279.1,99627,1.2,-1.5,0.00996,0,0,0,284.5,0.2541,09.05.2018.15.00,1.92
278.1,99864,1.4,-2.4,0.01029,0,0,0,287.5,0.2591,09.05.2018.15.00,2.78
285.2,101340,10.2,-4.5,0.00576,0,1.2,0,273.2,1,09.05.2018.15.00,11.15
284.2,101151,10.8,-2.1,0.00538,0,0.1,0,273.2,1,09.05.2018.15.00,11
284.1,101128,11,-2,0.0054,0,0.2,0,273.2,1,09.05.2018.15.00,11.18
284.9,101360,9.8,-3.6,0.0055,0,0,0,273.2,1,09.05.2018.15.00,10.44
285,100994,6.8,0.6,0.00703,0,0,0,273.2,1,09.05.2018.15.00,6.83
284.3,101168,11,-2.3,0.00539,0,0.2,0,273.2,1,09.05.2018.15.00,11.24
284.4,101113,11.1,-2.9,0.00565,0,0.2,0,273.2,1,09.05.2018.15.00,11.47
284.7,101316,10.2,-3.2,0.00545,0,0,0,273.2,1,09.05.2018.15.00,10.69
285.2,100994,6.1,0.6,0.00543,0,0,0,273.2,1,09.05.2018.15.00,6.13
284.7,101220,10.6,-2.9,0.00541,0,0.1,0,273.2,1,09.05.2018.15.00,10.99
276.3,99385,1.5,-1.7,0.00861,0,0,0,283.8,0.2594,09.05.2018.15.00,2.27
284.5,101164,9.1,-5.5,0.00713,0,0.2,0,273.2,1,09.05.2018.15.00,10.63
284.3,101071,10.3,-3.1,0.00712,0,1.4,0,273.2,1,09.05.2018.15.00,10.76
285.2,101412,9.2,-4.9,0.00567,0,5.9,0,273.2,1,09.05.2018.15.00,10.42
284.7,100899,8.6,2.3,0.0073,0,0,0,273.2,1,09.05.2018.15.00,8.9
284.6,101167,10.9,-3.9,0.00602,0,1.2,0,273.2,1,09.05.2018.15.00,11.58
285.2,101432,9.3,-4.4,0.00558,0,0.2,0,273.2,1,09.05.2018.15.00,10.29
285.5,100992,5.9,0.1,0.00734,0,0,0,273.2,1,09.05.2018.15.00,5.9
285.3,101324,9.6,-5.1,0.00606,0,0,0,273.2,1,09.05.2018.15.00,10.87
279.3,100692,2.2,-0.3,0.00904,0,0,0,284.4,0.1528,09.05.2018.15.00,2.22
284.8,101209,8.6,-5.8,0.00733,0,0.1,0,273.2,1,09.05.2018.15.00,10.37
284.4,101207,11,-2.5,0.00539,0,0.1,0,273.2,1,09.05.2018.15.00,11.28
285.5,101361,8.2,-6.2,0.006,0,0.1,0,273.2,1,09.05.2018.15.00,10.28
285.3,101309,8.4,-5.6,0.006144999999999999,0,0.3,0,273.2,1,09.05.2018.15.00,10.1
284.9,101257,10.5,-5,0.00629,0,0.7,0,273.2,1,09.05.2018.15.00,11.63
278.6,100721,3,1.5,0.006385,0,0,0,285.3,0.2067,09.05.2018.15.00,3.35
278.7,100486,4.6,1,0.00648,0,0,0,284,0.2668,09.05.2018.15.00,4.71
277.1,99716,3.1,0.4,0.00682,0,0,0,283.5,0.2546,09.05.2018.15.00,3.13
284.6,101123,10.8,-3.8,0.00631,0,1.3,0,273.2,1,09.05.2018.15.00,11.45
285.8,100768,5.4,0,0.0073,0,0.65,0,273.2,1,09.05.2018.15.00,5.4
285.5,101475,8.1,-5.7,0.00585,0,0,0,273.2,1,09.05.2018.15.00,9.9
284.2,101133,10.7,-1.9,0.00537,0,0.1,0,273.2,1,09.05.2018.15.00,10.87
285.2,101488,9.4,-4.6,0.00565,0,0,0,273.2,1,09.05.2018.15.00,10.47
284.3,101095,9.8,-3.6,0.00727,0,1,0,273.2,1,09.05.2018.15.00,10.44
285.4,101238,8.4,-6.7,0.00719,0,0,0,273.2,1,09.05.2018.15.00,10.74
285.3,101343,9.5,-4.2,0.00592,0,0,0,273.2,1,09.05.2018.15.00,10.39
277.4,99961,2.1,-1.7,0.0107,0,0,0,286.2,0.62955,09.05.2018.15.00,2.7
279,100604,6.2,-3.2,0.00683,0,0.8,0,281.6,0.2591,09.05.2018.15.00,6.98
284,101120,10.9,-1.9,0.00539,0,0.2,0,273.2,1,09.05.2018.15.00,11.06
284.4,101123,10.8,-2.4,0.00544,0,0.4,0,273.2,1,09.05.2018.15.00,11.06
285.3,101454,9.1,-4.9,0.00568,0,2.6,0,273.2,1,09.05.2018.15.00,10.34
285,101254,10.6,-3.5,0.00547,0,0.6,0,273.2,1,09.05.2018.15.00,11.16
284.7,100591,6.7,3.1,0.00697,0,0,0,273.2,1,09.05.2018.15.00,7.38
285.2,101231,8.8,-3.4,0.00771,0,0.5,0,273.2,1,09.05.2018.15.00,9.43
284.5,100972,9.8,-3.8,0.00704,0,1,0,273.2,1,09.05.2018.15.00,10.51
285.1,101313,10.3,-3.9,0.00549,0,0.8,0,273.2,1,09.05.2018.15.00,11.01
284.8,101296,10.2,-3.1,0.00544,0,0,0,273.2,1,09.05.2018.15.00,10.66
277.6,99422,2.8,-0.1,0.00646,0,0,0,283.1,0.2633,09.05.2018.15.00,2.8
285,101245,9.7,-6.1,0.00714,0,0,0,273.2,1,09.05.2018.15.00,11.46
276,99101,1.8,-2.3,0.0064,0,0,0,283.5,0.262,09.05.2018.15.00,2.92
284.6,100962,7.5,1,0.00703,0,0,0,273.2,1,09.05.2018.15.00,7.57
285.2,101450,10,-4,0.00555,0,0,0,273.2,1,09.05.2018.15.00,10.77
284,101023,11.9,-2.4,0.00609,0,0.2,0,273.2,1,09.05.2018.15.00,12.14
284.6,101211,10.4,-5.1,0.00655,0,0.7,0,273.2,1,09.05.2018.15.00,11.58
285.3,100848,5,-0,0.0072,0,0,0,273.2,1,09.05.2018.15.00,5
285.6,101489,8.2,-5.5,0.00585,0,0,0,273.2,1,09.05.2018.15.00,9.87
285.5,101517,8.3,-5.2,0.00586,0,0,0,277.95,1,09.05.2018.15.00,9.79
276.6,99196,2.1,-1.4,0.00563,0,0,0,282.7,0.2618,09.05.2018.15.00,2.52
284.4,101237,10.8,-2.6,0.0054,0,0.45,0,273.2,1,09.05.2018.15.00,11.11
285.1,101367,9.8,-4.1,0.00558,0,0.9,0,273.2,1,09.05.2018.15.00,10.62
277.4,99830,1.9,-1.6,0.01122,0,0,0,286,0.2458,09.05.2018.15.00,2.48
285.4,101484,9,-5.2,0.00572,0,3.7,0,273.2,1,09.05.2018.15.00,10.39
285.35,101010,6,0.4,0.00696,0,0,0,273.2,1,09.05.2018.15.00,6.01
285.3,101499,9.5,-4.5,0.00563,0,0,0,273.2,1,09.05.2018.15.00,10.51
277.6,100214,3,0.5,0.00692,0,0,0,283.3,0.2588,09.05.2018.15.00,3.04
285,101388,10.2,-3.6,0.0055,0,0,0,273.2,1,09.05.2018.15.00,10.82
278.9,100477,3.2,1.4,0.00675,0,0,0,284.3,0.2521,09.05.2018.15.00,3.49
275.8,99707,1.6,-1.6,0.00781,0,0,0,282.9,0.26,09.05.2018.15.00,2.26
280.20000000000005,101297,10.4,-4,0.00557,0,1.2,0,273.2,1,09.05.2018.15.00,11.14
284.6,101202,10.7,-4,0.00591,0,1.5,0,273.2,1,09.05.2018.15.00,11.42
284.9,101241.5,10.1,-3.2,0.00546,0,0,0,273.2,1,09.05.2018.15.00,10.59
284.6,101281,11.1,-2.9,0.00542,0,0.1,0,273.2,1,09.05.2018.15.00,11.47
277.6,98820,2.9,-1,0.00656,0,0,0,282.9,0.2628,09.05.2018.15.00,3.07
275.7,100020,1.6,-1.9,0.00729,0,0,0,278.04999999999995,0.2595,09.05.2018.15.00,2.48
284.6,101140,10.2,-4.2,0.00668,0,1.8,0,273.2,1,09.05.2018.15.00,11.03
285.2,101278,8.2,-6.2,0.00664,0,0,0,273.2,1,09.05.2018.15.00,10.28
284.4,101099,11.3,-3,0.00582,0,0.2,0,273.2,1,09.05.2018.15.00,11.69
284.4,101189,11.5,-2.4,0.00538,0,0.1,0,273.2,1,09.05.2018.15.00,11.75
284.6,101158,9.9,-4.5,0.00674,0,1.1,0,273.2,1,09.05.2018.15.00,10.87
285.4,101311,7.8,-6,0.0065,0,0,0,273.2,1,09.05.2018.15.00,9.84
277.4,99963,2.3,-1.7,0.01017,0,0,0,285.9,0.2541,09.05.2018.15.00,2.86
284.6,101110,10.2,-3.7,0.00682,0,1.8,0,273.2,1,09.05.2018.15.00,10.85
279.3,100505,3.8,0,0.0087,0,0,0,286.8,0.2616,09.05.2018.15.00,3.8
285.2,101324,10.4,-1.65,0.00595,0,0.5,0,273.2,1,09.05.2018.15.00,10.53
284.5,101123,11.1,-3.3,0.0059,0,0.6,0,273.2,1,09.05.2018.15.00,11.58
284.3,101153,10.7,-2.2,0.00538,0,0.2,0,273.2,1,09.05.2018.15.00,10.92
284.7,101245,10.5,-2.8,0.00542,0,0.1,0,273.2,1,09.05.2018.15.00,10.87
284.5,101207,10.7,-4.5,0.00627,0,2.1,0,273.2,1,09.05.2018.15.00,11.61
279.7,99766,2.6,-0.3,0.00644,0,0,0,282.4,0.6265000000000001,09.05.2018.15.00,2.62
